  0%|          | 0/1504 [00:00<?, ?it/s]`use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
`loss_type=None` was set in the config but it is unrecognised.Using the default loss: `ForCausalLMLoss`.
                                                   
{'loss': 2.0887, 'grad_norm': 111.62688446044922, 'learning_rate': 2e-05, 'mean_token_accuracy': 0.5554950833320618, 'epoch': 0.0}
{'loss': 0.5155, 'grad_norm': 4.571627616882324, 'learning_rate': 5.039893617021277e-06, 'mean_token_accuracy': 0.8306585550308228, 'epoch': 1.5}
{'loss': 0.0927, 'grad_norm': 2.019681453704834, 'learning_rate': 5.026595744680851e-06, 'mean_token_accuracy': 0.9741430878639221, 'epoch': 1.5}
{'loss': 0.3682, 'grad_norm': 3.737708330154419, 'learning_rate': 5.013297872340426e-06, 'mean_token_accuracy': 0.8910601139068604, 'epoch': 1.5}
{'loss': 0.4372, 'grad_norm': 4.186211109161377, 'learning_rate': 5e-06, 'mean_token_accuracy': 0.8484330773353577, 'epoch': 1.5}
{'loss': 0.2715, 'grad_norm': 3.491833209991455, 'learning_rate': 4.986702127659575e-06, 'mean_token_accuracy': 0.8899317383766174, 'epoch': 1.5}
{'loss': 0.5072, 'grad_norm': 5.197970390319824, 'learning_rate': 4.973404255319149e-06, 'mean_token_accuracy': 0.8371767997741699, 'epoch': 1.5}
{'loss': 0.3001, 'grad_norm': 3.772850513458252, 'learning_rate': 4.9601063829787235e-06, 'mean_token_accuracy': 0.903806209564209, 'epoch': 1.51}
{'loss': 0.2748, 'grad_norm': 3.8280203342437744, 'learning_rate': 4.946808510638298e-06, 'mean_token_accuracy': 0.8997687101364136, 'epoch': 1.51}
{'loss': 0.5937, 'grad_norm': 7.4554829597473145, 'learning_rate': 4.933510638297873e-06, 'mean_token_accuracy': 0.811057448387146, 'epoch': 1.51}
{'loss': 0.2899, 'grad_norm': 4.9949049949646, 'learning_rate': 4.9202127659574475e-06, 'mean_token_accuracy': 0.8801037073135376, 'epoch': 1.51}
{'loss': 0.3732, 'grad_norm': 5.172962665557861, 'learning_rate': 4.906914893617022e-06, 'mean_token_accuracy': 0.8689558506011963, 'epoch': 1.51}
{'loss': 0.1899, 'grad_norm': 4.11943244934082, 'learning_rate': 4.893617021276596e-06, 'mean_token_accuracy': 0.9368287920951843, 'epoch': 1.51}
{'loss': 0.277, 'grad_norm': 4.600739002227783, 'learning_rate': 4.8803191489361706e-06, 'mean_token_accuracy': 0.8955017328262329, 'epoch': 1.51}
{'loss': 0.3938, 'grad_norm': 6.385149002075195, 'learning_rate': 4.867021276595745e-06, 'mean_token_accuracy': 0.8621103167533875, 'epoch': 1.51}
{'loss': 0.1299, 'grad_norm': 2.549766778945923, 'learning_rate': 4.853723404255319e-06, 'mean_token_accuracy': 0.9510676264762878, 'epoch': 1.52}
{'loss': 0.3571, 'grad_norm': 3.544762372970581, 'learning_rate': 4.840425531914894e-06, 'mean_token_accuracy': 0.8653061389923096, 'epoch': 1.52}
{'loss': 0.351, 'grad_norm': 5.641928195953369, 'learning_rate': 4.827127659574468e-06, 'mean_token_accuracy': 0.870914101600647, 'epoch': 1.52}
{'loss': 0.2452, 'grad_norm': 3.474660634994507, 'learning_rate': 4.813829787234043e-06, 'mean_token_accuracy': 0.917005717754364, 'epoch': 1.52}
{'loss': 0.4068, 'grad_norm': 6.183377265930176, 'learning_rate': 4.800531914893618e-06, 'mean_token_accuracy': 0.860338568687439, 'epoch': 1.52}
{'loss': 0.1879, 'grad_norm': 4.668015480041504, 'learning_rate': 4.787234042553192e-06, 'mean_token_accuracy': 0.9267624616622925, 'epoch': 1.52}
{'loss': 0.1806, 'grad_norm': 3.840132236480713, 'learning_rate': 4.773936170212766e-06, 'mean_token_accuracy': 0.9334501028060913, 'epoch': 1.52}
{'loss': 0.2572, 'grad_norm': 3.3304336071014404, 'learning_rate': 4.760638297872341e-06, 'mean_token_accuracy': 0.9187657237052917, 'epoch': 1.53}
{'loss': 0.3264, 'grad_norm': 4.945053577423096, 'learning_rate': 4.747340425531915e-06, 'mean_token_accuracy': 0.9049145579338074, 'epoch': 1.53}
{'loss': 0.4139, 'grad_norm': 7.522531986236572, 'learning_rate': 4.73404255319149e-06, 'mean_token_accuracy': 0.8738207817077637, 'epoch': 1.53}
{'loss': 0.3124, 'grad_norm': 4.906883239746094, 'learning_rate': 4.720744680851065e-06, 'mean_token_accuracy': 0.9053030014038086, 'epoch': 1.53}
{'loss': 0.2205, 'grad_norm': 3.515392303466797, 'learning_rate': 4.707446808510639e-06, 'mean_token_accuracy': 0.9219805002212524, 'epoch': 1.53}
{'loss': 0.2999, 'grad_norm': 3.253594398498535, 'learning_rate': 4.694148936170213e-06, 'mean_token_accuracy': 0.9153986573219299, 'epoch': 1.53}
{'loss': 0.4911, 'grad_norm': 3.6996421813964844, 'learning_rate': 4.680851063829788e-06, 'mean_token_accuracy': 0.8471257090568542, 'epoch': 1.53}
{'loss': 0.1954, 'grad_norm': 2.787775993347168, 'learning_rate': 4.6675531914893616e-06, 'mean_token_accuracy': 0.9194499254226685, 'epoch': 1.53}
{'loss': 0.2429, 'grad_norm': 3.5488052368164062, 'learning_rate': 4.654255319148936e-06, 'mean_token_accuracy': 0.9118421077728271, 'epoch': 1.54}
{'loss': 0.5895, 'grad_norm': 4.507558345794678, 'learning_rate': 4.640957446808511e-06, 'mean_token_accuracy': 0.8075646758079529, 'epoch': 1.54}
{'loss': 0.1458, 'grad_norm': 2.4413938522338867, 'learning_rate': 4.6276595744680855e-06, 'mean_token_accuracy': 0.9515209197998047, 'epoch': 1.54}
{'loss': 0.3609, 'grad_norm': 5.455519199371338, 'learning_rate': 4.61436170212766e-06, 'mean_token_accuracy': 0.862420380115509, 'epoch': 1.54}
{'loss': 0.248, 'grad_norm': 5.1225433349609375, 'learning_rate': 4.601063829787235e-06, 'mean_token_accuracy': 0.9192100763320923, 'epoch': 1.54}
{'loss': 0.1493, 'grad_norm': 5.977347373962402, 'learning_rate': 4.587765957446809e-06, 'mean_token_accuracy': 0.9421538710594177, 'epoch': 1.54}
{'loss': 0.3872, 'grad_norm': 5.569808483123779, 'learning_rate': 4.574468085106383e-06, 'mean_token_accuracy': 0.8678122758865356, 'epoch': 1.54}
{'loss': 0.2884, 'grad_norm': 5.9574503898620605, 'learning_rate': 4.561170212765958e-06, 'mean_token_accuracy': 0.9014084339141846, 'epoch': 1.55}
{'loss': 0.4607, 'grad_norm': 6.964032173156738, 'learning_rate': 4.547872340425532e-06, 'mean_token_accuracy': 0.8463768362998962, 'epoch': 1.55}
{'loss': 0.2476, 'grad_norm': 5.631120681762695, 'learning_rate': 4.534574468085106e-06, 'mean_token_accuracy': 0.9089791178703308, 'epoch': 1.55}
{'loss': 0.4029, 'grad_norm': 6.143825531005859, 'learning_rate': 4.521276595744681e-06, 'mean_token_accuracy': 0.8772866129875183, 'epoch': 1.55}
{'loss': 0.4348, 'grad_norm': 5.184474945068359, 'learning_rate': 4.507978723404256e-06, 'mean_token_accuracy': 0.8581207394599915, 'epoch': 1.55}
{'loss': 0.3896, 'grad_norm': 3.68911075592041, 'learning_rate': 4.49468085106383e-06, 'mean_token_accuracy': 0.8601511716842651, 'epoch': 1.55}
{'loss': 0.4202, 'grad_norm': 6.149458408355713, 'learning_rate': 4.481382978723405e-06, 'mean_token_accuracy': 0.8618456721305847, 'epoch': 1.55}
{'loss': 0.1585, 'grad_norm': 4.280430793762207, 'learning_rate': 4.468085106382979e-06, 'mean_token_accuracy': 0.9530237317085266, 'epoch': 1.55}
{'loss': 0.3112, 'grad_norm': 3.2811336517333984, 'learning_rate': 4.454787234042553e-06, 'mean_token_accuracy': 0.8902759552001953, 'epoch': 1.56}
{'loss': 0.2788, 'grad_norm': 3.3577163219451904, 'learning_rate': 4.441489361702128e-06, 'mean_token_accuracy': 0.8953045606613159, 'epoch': 1.56}
{'loss': 0.3668, 'grad_norm': 7.292134761810303, 'learning_rate': 4.428191489361702e-06, 'mean_token_accuracy': 0.8781483769416809, 'epoch': 1.56}
{'loss': 0.4087, 'grad_norm': 3.99756121635437, 'learning_rate': 4.414893617021277e-06, 'mean_token_accuracy': 0.8822850584983826, 'epoch': 1.56}
{'loss': 0.1503, 'grad_norm': 3.314906358718872, 'learning_rate': 4.401595744680852e-06, 'mean_token_accuracy': 0.9402583241462708, 'epoch': 1.56}
{'loss': 0.2503, 'grad_norm': 4.007592678070068, 'learning_rate': 4.388297872340426e-06, 'mean_token_accuracy': 0.9296567440032959, 'epoch': 1.56}
{'loss': 0.271, 'grad_norm': 4.172111988067627, 'learning_rate': 4.3750000000000005e-06, 'mean_token_accuracy': 0.8977415561676025, 'epoch': 1.56}
{'loss': 0.392, 'grad_norm': 7.725732803344727, 'learning_rate': 4.361702127659575e-06, 'mean_token_accuracy': 0.8624505996704102, 'epoch': 1.57}
{'loss': 0.427, 'grad_norm': 5.766857147216797, 'learning_rate': 4.348404255319149e-06, 'mean_token_accuracy': 0.8652151226997375, 'epoch': 1.57}
{'loss': 0.5082, 'grad_norm': 5.214651107788086, 'learning_rate': 4.3351063829787236e-06, 'mean_token_accuracy': 0.8565714359283447, 'epoch': 1.57}
{'loss': 0.315, 'grad_norm': 3.9770796298980713, 'learning_rate': 4.321808510638298e-06, 'mean_token_accuracy': 0.8939955234527588, 'epoch': 1.57}
{'loss': 0.2257, 'grad_norm': 4.213753700256348, 'learning_rate': 4.308510638297873e-06, 'mean_token_accuracy': 0.9191263318061829, 'epoch': 1.57}
{'loss': 0.1407, 'grad_norm': 2.8731892108917236, 'learning_rate': 4.2952127659574475e-06, 'mean_token_accuracy': 0.9435104131698608, 'epoch': 1.57}
{'loss': 0.2502, 'grad_norm': 2.778426170349121, 'learning_rate': 4.281914893617022e-06, 'mean_token_accuracy': 0.9153175354003906, 'epoch': 1.57}
{'loss': 0.4362, 'grad_norm': 5.310574054718018, 'learning_rate': 4.268617021276596e-06, 'mean_token_accuracy': 0.8626301884651184, 'epoch': 1.57}
{'loss': 0.1897, 'grad_norm': 3.121152400970459, 'learning_rate': 4.255319148936171e-06, 'mean_token_accuracy': 0.9309090971946716, 'epoch': 1.58}
{'loss': 0.2331, 'grad_norm': 5.344449520111084, 'learning_rate': 4.242021276595745e-06, 'mean_token_accuracy': 0.9201257824897766, 'epoch': 1.58}
{'loss': 0.3913, 'grad_norm': 4.774433135986328, 'learning_rate': 4.228723404255319e-06, 'mean_token_accuracy': 0.8670483231544495, 'epoch': 1.58}
{'loss': 0.1847, 'grad_norm': 5.278062343597412, 'learning_rate': 4.215425531914894e-06, 'mean_token_accuracy': 0.9258620738983154, 'epoch': 1.58}
{'loss': 0.4497, 'grad_norm': 4.444263458251953, 'learning_rate': 4.202127659574468e-06, 'mean_token_accuracy': 0.8441158533096313, 'epoch': 1.58}
{'loss': 0.2407, 'grad_norm': 5.775376796722412, 'learning_rate': 4.188829787234043e-06, 'mean_token_accuracy': 0.9235668778419495, 'epoch': 1.58}
{'loss': 0.2777, 'grad_norm': 5.350454807281494, 'learning_rate': 4.175531914893618e-06, 'mean_token_accuracy': 0.9068825840950012, 'epoch': 1.58}
{'loss': 0.2249, 'grad_norm': 7.262625217437744, 'learning_rate': 4.162234042553192e-06, 'mean_token_accuracy': 0.9170731902122498, 'epoch': 1.59}
{'loss': 0.2828, 'grad_norm': 3.3215227127075195, 'learning_rate': 4.148936170212766e-06, 'mean_token_accuracy': 0.9008810520172119, 'epoch': 1.59}
{'loss': 0.4238, 'grad_norm': 6.070606708526611, 'learning_rate': 4.135638297872341e-06, 'mean_token_accuracy': 0.8677248954772949, 'epoch': 1.59}
{'loss': 0.3839, 'grad_norm': 4.985821723937988, 'learning_rate': 4.122340425531915e-06, 'mean_token_accuracy': 0.8850574493408203, 'epoch': 1.59}
{'loss': 0.5293, 'grad_norm': 7.54444694519043, 'learning_rate': 4.109042553191489e-06, 'mean_token_accuracy': 0.8154681324958801, 'epoch': 1.59}
{'loss': 0.2597, 'grad_norm': 3.514343738555908, 'learning_rate': 4.095744680851064e-06, 'mean_token_accuracy': 0.916344940662384, 'epoch': 1.59}
{'loss': 0.496, 'grad_norm': 5.7685322761535645, 'learning_rate': 4.0824468085106385e-06, 'mean_token_accuracy': 0.8650306463241577, 'epoch': 1.59}
{'loss': 0.4019, 'grad_norm': 3.6751601696014404, 'learning_rate': 4.069148936170213e-06, 'mean_token_accuracy': 0.8725124597549438, 'epoch': 1.59}
{'loss': 0.3132, 'grad_norm': 3.219353675842285, 'learning_rate': 4.055851063829788e-06, 'mean_token_accuracy': 0.8935465812683105, 'epoch': 1.6}
{'loss': 0.2265, 'grad_norm': 3.4537010192871094, 'learning_rate': 4.042553191489362e-06, 'mean_token_accuracy': 0.9282567501068115, 'epoch': 1.6}
{'loss': 0.2579, 'grad_norm': 2.916865825653076, 'learning_rate': 4.029255319148936e-06, 'mean_token_accuracy': 0.9149616360664368, 'epoch': 1.6}
{'loss': 0.2574, 'grad_norm': 3.023160219192505, 'learning_rate': 4.015957446808511e-06, 'mean_token_accuracy': 0.9162161946296692, 'epoch': 1.6}
{'loss': 0.6791, 'grad_norm': 5.175802230834961, 'learning_rate': 4.0026595744680856e-06, 'mean_token_accuracy': 0.7741398215293884, 'epoch': 1.6}
{'loss': 0.3975, 'grad_norm': 3.650233268737793, 'learning_rate': 3.98936170212766e-06, 'mean_token_accuracy': 0.8812534213066101, 'epoch': 1.6}
{'loss': 0.2596, 'grad_norm': 4.941662788391113, 'learning_rate': 3.976063829787235e-06, 'mean_token_accuracy': 0.9154135584831238, 'epoch': 1.6}
{'loss': 0.1861, 'grad_norm': 3.636688232421875, 'learning_rate': 3.962765957446809e-06, 'mean_token_accuracy': 0.9509918093681335, 'epoch': 1.61}
{'loss': 0.2859, 'grad_norm': 4.759629726409912, 'learning_rate': 3.949468085106383e-06, 'mean_token_accuracy': 0.9041835069656372, 'epoch': 1.61}
{'loss': 0.5906, 'grad_norm': 5.463184833526611, 'learning_rate': 3.936170212765958e-06, 'mean_token_accuracy': 0.829912006855011, 'epoch': 1.61}
{'loss': 0.1144, 'grad_norm': 3.080352544784546, 'learning_rate': 3.922872340425532e-06, 'mean_token_accuracy': 0.957779049873352, 'epoch': 1.61}
{'loss': 0.3356, 'grad_norm': 5.322960376739502, 'learning_rate': 3.909574468085106e-06, 'mean_token_accuracy': 0.8810650706291199, 'epoch': 1.61}
{'loss': 0.3865, 'grad_norm': 4.608519077301025, 'learning_rate': 3.896276595744681e-06, 'mean_token_accuracy': 0.8772672414779663, 'epoch': 1.61}
{'loss': 0.239, 'grad_norm': 3.649594783782959, 'learning_rate': 3.882978723404256e-06, 'mean_token_accuracy': 0.9246785044670105, 'epoch': 1.61}
{'loss': 0.2537, 'grad_norm': 3.274257183074951, 'learning_rate': 3.86968085106383e-06, 'mean_token_accuracy': 0.9090272784233093, 'epoch': 1.61}
{'loss': 0.2343, 'grad_norm': 3.655790090560913, 'learning_rate': 3.856382978723405e-06, 'mean_token_accuracy': 0.9217491149902344, 'epoch': 1.62}
{'loss': 0.1968, 'grad_norm': 4.112758636474609, 'learning_rate': 3.843085106382979e-06, 'mean_token_accuracy': 0.9305828213691711, 'epoch': 1.62}
{'loss': 0.3094, 'grad_norm': 4.87612771987915, 'learning_rate': 3.8297872340425535e-06, 'mean_token_accuracy': 0.9031491279602051, 'epoch': 1.62}
{'loss': 0.0831, 'grad_norm': 2.0624260902404785, 'learning_rate': 3.816489361702128e-06, 'mean_token_accuracy': 0.9679104685783386, 'epoch': 1.62}
{'loss': 0.2638, 'grad_norm': 4.656920433044434, 'learning_rate': 3.8031914893617023e-06, 'mean_token_accuracy': 0.9026243090629578, 'epoch': 1.62}
{'loss': 0.5847, 'grad_norm': 5.9967241287231445, 'learning_rate': 3.789893617021277e-06, 'mean_token_accuracy': 0.8222083449363708, 'epoch': 1.62}
{'loss': 0.3971, 'grad_norm': 6.046673774719238, 'learning_rate': 3.7765957446808516e-06, 'mean_token_accuracy': 0.8768185973167419, 'epoch': 1.62}
{'loss': 0.1491, 'grad_norm': 3.584151268005371, 'learning_rate': 3.7632978723404254e-06, 'mean_token_accuracy': 0.9396771192550659, 'epoch': 1.62}
{'loss': 0.3226, 'grad_norm': 6.777304649353027, 'learning_rate': 3.7500000000000005e-06, 'mean_token_accuracy': 0.8916666507720947, 'epoch': 1.63}
{'loss': 0.5717, 'grad_norm': 6.9488420486450195, 'learning_rate': 3.736702127659575e-06, 'mean_token_accuracy': 0.815891444683075, 'epoch': 1.63}
{'loss': 0.4416, 'grad_norm': 5.604364395141602, 'learning_rate': 3.723404255319149e-06, 'mean_token_accuracy': 0.8553016781806946, 'epoch': 1.63}
{'loss': 0.2803, 'grad_norm': 4.1320672035217285, 'learning_rate': 3.7101063829787236e-06, 'mean_token_accuracy': 0.9027777910232544, 'epoch': 1.63}
{'loss': 0.2535, 'grad_norm': 5.108294486999512, 'learning_rate': 3.6968085106382983e-06, 'mean_token_accuracy': 0.9164420366287231, 'epoch': 1.63}
{'loss': 0.3367, 'grad_norm': 5.123408317565918, 'learning_rate': 3.6835106382978725e-06, 'mean_token_accuracy': 0.8748241662979126, 'epoch': 1.63}
{'loss': 0.3723, 'grad_norm': 6.40740442276001, 'learning_rate': 3.670212765957447e-06, 'mean_token_accuracy': 0.8788732290267944, 'epoch': 1.63}
{'loss': 0.3869, 'grad_norm': 4.722939968109131, 'learning_rate': 3.656914893617022e-06, 'mean_token_accuracy': 0.8603874444961548, 'epoch': 1.64}
{'loss': 0.3983, 'grad_norm': 4.496822357177734, 'learning_rate': 3.643617021276596e-06, 'mean_token_accuracy': 0.8723404407501221, 'epoch': 1.64}
{'loss': 0.4171, 'grad_norm': 3.6362388134002686, 'learning_rate': 3.6303191489361707e-06, 'mean_token_accuracy': 0.8682926893234253, 'epoch': 1.64}
{'loss': 0.2556, 'grad_norm': 5.291956424713135, 'learning_rate': 3.6170212765957453e-06, 'mean_token_accuracy': 0.8974359035491943, 'epoch': 1.64}
{'loss': 0.4273, 'grad_norm': 5.035101413726807, 'learning_rate': 3.603723404255319e-06, 'mean_token_accuracy': 0.846099317073822, 'epoch': 1.64}
{'loss': 0.3821, 'grad_norm': 3.3796207904815674, 'learning_rate': 3.5904255319148938e-06, 'mean_token_accuracy': 0.8828571438789368, 'epoch': 1.64}
{'loss': 0.3573, 'grad_norm': 5.21289587020874, 'learning_rate': 3.5771276595744684e-06, 'mean_token_accuracy': 0.8893871307373047, 'epoch': 1.64}
{'loss': 0.1944, 'grad_norm': 2.9993033409118652, 'learning_rate': 3.5638297872340426e-06, 'mean_token_accuracy': 0.9332860112190247, 'epoch': 1.64}
{'loss': 0.4071, 'grad_norm': 3.688751459121704, 'learning_rate': 3.5505319148936173e-06, 'mean_token_accuracy': 0.8707037568092346, 'epoch': 1.65}
{'loss': 0.308, 'grad_norm': 3.826094627380371, 'learning_rate': 3.537234042553192e-06, 'mean_token_accuracy': 0.8898305296897888, 'epoch': 1.65}
{'loss': 0.2854, 'grad_norm': 3.9283018112182617, 'learning_rate': 3.523936170212766e-06, 'mean_token_accuracy': 0.8905817270278931, 'epoch': 1.65}
{'loss': 0.3296, 'grad_norm': 4.451498031616211, 'learning_rate': 3.510638297872341e-06, 'mean_token_accuracy': 0.8916060924530029, 'epoch': 1.65}
{'loss': 0.204, 'grad_norm': 2.934722661972046, 'learning_rate': 3.4973404255319155e-06, 'mean_token_accuracy': 0.9320987462997437, 'epoch': 1.65}
{'loss': 0.2089, 'grad_norm': 3.256416082382202, 'learning_rate': 3.4840425531914897e-06, 'mean_token_accuracy': 0.9270633459091187, 'epoch': 1.65}
{'loss': 0.1771, 'grad_norm': 3.4623663425445557, 'learning_rate': 3.4707446808510643e-06, 'mean_token_accuracy': 0.9439626336097717, 'epoch': 1.65}
{'loss': 0.2233, 'grad_norm': 3.4015636444091797, 'learning_rate': 3.457446808510639e-06, 'mean_token_accuracy': 0.9198080897331238, 'epoch': 1.66}
{'loss': 0.3289, 'grad_norm': 4.330491542816162, 'learning_rate': 3.444148936170213e-06, 'mean_token_accuracy': 0.886318564414978, 'epoch': 1.66}
{'loss': 0.2473, 'grad_norm': 2.9471724033355713, 'learning_rate': 3.4308510638297874e-06, 'mean_token_accuracy': 0.916558027267456, 'epoch': 1.66}
{'loss': 0.2496, 'grad_norm': 3.908163070678711, 'learning_rate': 3.4175531914893617e-06, 'mean_token_accuracy': 0.9174917340278625, 'epoch': 1.66}
{'loss': 0.2483, 'grad_norm': 2.8461639881134033, 'learning_rate': 3.4042553191489363e-06, 'mean_token_accuracy': 0.9006466865539551, 'epoch': 1.66}
{'loss': 0.2559, 'grad_norm': 5.101493835449219, 'learning_rate': 3.390957446808511e-06, 'mean_token_accuracy': 0.9227441549301147, 'epoch': 1.66}
{'loss': 0.3466, 'grad_norm': 3.557243824005127, 'learning_rate': 3.377659574468085e-06, 'mean_token_accuracy': 0.8761274814605713, 'epoch': 1.66}
{'loss': 0.4807, 'grad_norm': 5.441018581390381, 'learning_rate': 3.36436170212766e-06, 'mean_token_accuracy': 0.8454387187957764, 'epoch': 1.66}
{'loss': 0.1339, 'grad_norm': 3.1785941123962402, 'learning_rate': 3.3510638297872345e-06, 'mean_token_accuracy': 0.9497318863868713, 'epoch': 1.67}
{'loss': 0.2728, 'grad_norm': 6.166365146636963, 'learning_rate': 3.3377659574468087e-06, 'mean_token_accuracy': 0.9077269434928894, 'epoch': 1.67}
{'loss': 0.5091, 'grad_norm': 5.818970203399658, 'learning_rate': 3.3244680851063834e-06, 'mean_token_accuracy': 0.8493870496749878, 'epoch': 1.67}
{'loss': 0.3514, 'grad_norm': 4.287996768951416, 'learning_rate': 3.311170212765958e-06, 'mean_token_accuracy': 0.8861953020095825, 'epoch': 1.67}
{'loss': 0.276, 'grad_norm': 3.07660174369812, 'learning_rate': 3.297872340425532e-06, 'mean_token_accuracy': 0.900539219379425, 'epoch': 1.67}
{'loss': 0.1596, 'grad_norm': 3.9062106609344482, 'learning_rate': 3.2845744680851065e-06, 'mean_token_accuracy': 0.9541469812393188, 'epoch': 1.67}
{'loss': 0.2634, 'grad_norm': 3.95317006111145, 'learning_rate': 3.271276595744681e-06, 'mean_token_accuracy': 0.9254159331321716, 'epoch': 1.67}
{'loss': 0.0903, 'grad_norm': 3.676525354385376, 'learning_rate': 3.2579787234042553e-06, 'mean_token_accuracy': 0.9651877284049988, 'epoch': 1.68}
{'loss': 0.2144, 'grad_norm': 4.493119716644287, 'learning_rate': 3.24468085106383e-06, 'mean_token_accuracy': 0.9166666865348816, 'epoch': 1.68}
{'loss': 0.4396, 'grad_norm': 4.693426132202148, 'learning_rate': 3.2313829787234046e-06, 'mean_token_accuracy': 0.8617244958877563, 'epoch': 1.68}
{'loss': 0.2786, 'grad_norm': 5.8560051918029785, 'learning_rate': 3.218085106382979e-06, 'mean_token_accuracy': 0.9105011820793152, 'epoch': 1.68}
{'loss': 0.3343, 'grad_norm': 3.3857967853546143, 'learning_rate': 3.2047872340425535e-06, 'mean_token_accuracy': 0.8761854767799377, 'epoch': 1.68}
{'loss': 0.4145, 'grad_norm': 4.926931858062744, 'learning_rate': 3.191489361702128e-06, 'mean_token_accuracy': 0.8716381192207336, 'epoch': 1.68}
{'loss': 0.2353, 'grad_norm': 4.764052867889404, 'learning_rate': 3.178191489361702e-06, 'mean_token_accuracy': 0.9192913174629211, 'epoch': 1.68}
{'loss': 0.2956, 'grad_norm': 4.288590431213379, 'learning_rate': 3.164893617021277e-06, 'mean_token_accuracy': 0.902926504611969, 'epoch': 1.68}
{'loss': 0.136, 'grad_norm': 4.225788116455078, 'learning_rate': 3.1515957446808517e-06, 'mean_token_accuracy': 0.9558998942375183, 'epoch': 1.69}
{'loss': 0.458, 'grad_norm': 4.4548773765563965, 'learning_rate': 3.1382978723404255e-06, 'mean_token_accuracy': 0.8470436930656433, 'epoch': 1.69}
{'loss': 0.2302, 'grad_norm': 5.165902137756348, 'learning_rate': 3.125e-06, 'mean_token_accuracy': 0.9193370342254639, 'epoch': 1.69}
{'loss': 0.1546, 'grad_norm': 2.790151596069336, 'learning_rate': 3.111702127659575e-06, 'mean_token_accuracy': 0.9512723088264465, 'epoch': 1.69}
{'loss': 0.1985, 'grad_norm': 3.389141798019409, 'learning_rate': 3.098404255319149e-06, 'mean_token_accuracy': 0.9168000221252441, 'epoch': 1.69}
{'loss': 0.1181, 'grad_norm': 2.425229787826538, 'learning_rate': 3.0851063829787237e-06, 'mean_token_accuracy': 0.9630292057991028, 'epoch': 1.69}
{'loss': 0.2472, 'grad_norm': 4.300299644470215, 'learning_rate': 3.0718085106382983e-06, 'mean_token_accuracy': 0.9054858088493347, 'epoch': 1.69}
{'loss': 0.2588, 'grad_norm': 6.015127182006836, 'learning_rate': 3.0585106382978726e-06, 'mean_token_accuracy': 0.9216617345809937, 'epoch': 1.7}
{'loss': 0.1779, 'grad_norm': 2.774578094482422, 'learning_rate': 3.045212765957447e-06, 'mean_token_accuracy': 0.9382899403572083, 'epoch': 1.7}
{'loss': 0.2056, 'grad_norm': 3.1357815265655518, 'learning_rate': 3.031914893617022e-06, 'mean_token_accuracy': 0.9257837533950806, 'epoch': 1.7}
{'loss': 0.1751, 'grad_norm': 5.949750900268555, 'learning_rate': 3.0186170212765957e-06, 'mean_token_accuracy': 0.9233533143997192, 'epoch': 1.7}
{'loss': 0.3272, 'grad_norm': 5.390828609466553, 'learning_rate': 3.0053191489361703e-06, 'mean_token_accuracy': 0.9014925360679626, 'epoch': 1.7}
{'loss': 0.2051, 'grad_norm': 4.883040904998779, 'learning_rate': 2.992021276595745e-06, 'mean_token_accuracy': 0.9388783574104309, 'epoch': 1.7}
{'loss': 0.3066, 'grad_norm': 4.96696138381958, 'learning_rate': 2.978723404255319e-06, 'mean_token_accuracy': 0.9093525409698486, 'epoch': 1.7}
{'loss': 0.6584, 'grad_norm': 7.717968463897705, 'learning_rate': 2.965425531914894e-06, 'mean_token_accuracy': 0.7997097373008728, 'epoch': 1.7}
{'loss': 0.2572, 'grad_norm': 4.358607769012451, 'learning_rate': 2.9521276595744685e-06, 'mean_token_accuracy': 0.9147095084190369, 'epoch': 1.71}
{'loss': 0.1879, 'grad_norm': 4.274314880371094, 'learning_rate': 2.9388297872340427e-06, 'mean_token_accuracy': 0.9501577019691467, 'epoch': 1.71}
{'loss': 0.1027, 'grad_norm': 3.9912312030792236, 'learning_rate': 2.9255319148936174e-06, 'mean_token_accuracy': 0.9643939137458801, 'epoch': 1.71}
{'loss': 0.377, 'grad_norm': 5.10245943069458, 'learning_rate': 2.912234042553192e-06, 'mean_token_accuracy': 0.8773078918457031, 'epoch': 1.71}
{'loss': 0.2202, 'grad_norm': 2.610783815383911, 'learning_rate': 2.8989361702127662e-06, 'mean_token_accuracy': 0.9445843696594238, 'epoch': 1.71}
{'loss': 0.2755, 'grad_norm': 4.000213623046875, 'learning_rate': 2.885638297872341e-06, 'mean_token_accuracy': 0.9107629656791687, 'epoch': 1.71}
{'loss': 0.3851, 'grad_norm': 4.842720985412598, 'learning_rate': 2.8723404255319155e-06, 'mean_token_accuracy': 0.8836179375648499, 'epoch': 1.71}
{'loss': 0.3041, 'grad_norm': 5.4062700271606445, 'learning_rate': 2.8590425531914893e-06, 'mean_token_accuracy': 0.9058749079704285, 'epoch': 1.72}
{'loss': 0.2483, 'grad_norm': 3.8651580810546875, 'learning_rate': 2.845744680851064e-06, 'mean_token_accuracy': 0.9054794311523438, 'epoch': 1.72}
{'loss': 0.3955, 'grad_norm': 3.727323293685913, 'learning_rate': 2.8324468085106386e-06, 'mean_token_accuracy': 0.8541033267974854, 'epoch': 1.72}
